A01_000000.jpg,A01.png,backg1.png,100,0,448,28,1024,1024
A01_000001.jpg,A01.png,backg2.png,100,0,448,28,1024,1024
A01_000002.jpg,A01.png,backg3.png,100,0,448,28,1024,1024
A01_000003.jpg,A01.png,noise_rgb.png,100,0,448,28,1024,1024
A01_000004.jpg,A01.png,white.png,100,0,448,28,1024,1024
B02_002039.jpg,B02.png,backg2.png,car,0.125,3,0,476,256,128
B02_002040.jpg,B02.png,backg2.png,car,0.125,4,832,0,256,128
B02_002041.jpg,B02.png,backg2.png,car,0.125,5,585,394,256,128
B02_002042.jpg,B02.png,backg3.png,car,0.125,0,832,476,256,128
B02_002043.jpg,B02.png,backg3.png,car,0.125,1,0,0,256,128
B02_002044.jpg,B02.png,backg3.png,car,0.125,2,1664,952,256,128
B02_002045.jpg,B02.png,backg3.png,car,0.125,3,0,476,256,128
B02_002046.jpg,B02.png,backg3.png,car,0.125,4,832,0,256,128
B02_002047.jpg,B02.png,backg3.png,car,0.125,5,585,394,256,128
B02_002048.jpg,B02.png,noise_rgb.png,car,0.125,0,832,476,256,128
B02_002049.jpg,B02.png,noise_rgb.png,car,0.125,1,0,0,256,128
B02_002050.jpg,B02.png,noise_rgb.png,car,0.125,2,1664,952,256,128
B02_002051.jpg,B02.png,noise_rgb.png,car,0.125,3,0,476,256,128
B02_002052.jpg,B02.png,noise_rgb.png,car,0.125,4,832,0,256,128
B02_002053.jpg,B02.png,noise_rgb.png,car,0.125,5,585,394,256,128
B02_002054.jpg,B02.png,white.png,car,0.125,0,832,476,256,128
B02_002055.jpg,B02.png,white.png,car,0.125,1,0,0,256,128
B02_002056.jpg,B02.png,white.png,car,0.125,2,1664,952,256,128
B02_002057.jpg,B02.png,white.png,car,0.125,3,0,476,256,128
B02_002058.jpg,B02.png,white.png,car,0.125,4,832,0,256,128
B02_002059.jpg,B02.png,white.png,car,0.125,5,585,394,256,128
B02_002060.jpg,B02.png,backg1.png,car,0.0725,0,886,503,148,74
B02_002061.jpg,B02.png,backg1.png,car,0.0725,1,0,0,148,74
B02_002062.jpg,B02.png,backg1.png,car,0.0725,2,1772,1006,148,74
B02_002063.jpg,B02.png,backg1.png,car,0.0725,3,0,503,148,74
B02_002064.jpg,B02.png,backg1.png,car,0.0725,4,886,0,148,74
B02_002065.jpg,B02.png,backg1.png,car,0.0725,5,1177,760,148,74
B02_002066.jpg,B02.png,backg2.png,car,0.0725,0,886,503,148,74
B02_002067.jpg,B02.png,backg2.png,car,0.0725,1,0,0,148,74
B02_002068.jpg,B02.png,backg2.png,car,0.0725,2,1772,1006,148,74
B02_002069.jpg,B02.png,backg2.png,car,0.0725,3,0,503,148,74
B02_002070.jpg,B02.png,backg2.png,car,0.0725,4,886,0,148,74
B02_002071.jpg,B02.png,backg2.png,car,0.0725,5,1177,760,148,74
B02_002072.jpg,B02.png,backg3.png,car,0.0725,0,886,503,148,74
B02_002073.jpg,B02.png,backg3.png,car,0.0725,1,0,0,148,74
B02_002074.jpg,B02.png,backg3.png,car,0.0725,2,1772,1006,148,74
B02_002075.jpg,B02.png,backg3.png,car,0.0725,3,0,503,148,74
B02_002076.jpg,B02.png,backg3.png,car,0.0725,4,886,0,148,74
B02_002077.jpg,B02.png,backg3.png,car,0.0725,5,1177,760,148,74
B02_002078.jpg,B02.png,noise_rgb.png,car,0.0725,0,886,503,148,74
B02_002079.jpg,B02.png,noise_rgb.png,car,0.0725,1,0,0,148,74
B02_002080.jpg,B02.png,noise_rgb.png,car,0.0725,2,1772,1006,148,74
B02_002081.jpg,B02.png,noise_rgb.png,car,0.0725,3,0,503,148,74
B02_002082.jpg,B02.png,noise_rgb.png,car,0.0725,4,886,0,148,74
B02_002083.jpg,B02.png,noise_rgb.png,car,0.0725,5,1177,760,148,74
B02_002084.jpg,B02.png,white.png,car,0.0725,0,886,503,148,74
B02_002085.jpg,B02.png,white.png,car,0.0725,1,0,0,148,74
B02_002086.jpg,B02.png,white.png,car,0.0725,2,1772,1006,148,74
B02_002087.jpg,B02.png,white.png,car,0.0725,3,0,503,148,74
B02_002088.jpg,B02.png,white.png,car,0.0725,4,886,0,148,74
B02_002089.jpg,B02.png,white.png,car,0.0725,5,1177,760,148,74
B03_002090.jpg,B03.png,backg1.png,100,0,0,60,1920,960
B03_002091.jpg,B03.png,backg2.png,100,0,0,60,1920,960
B03_002092.jpg,B03.png,backg3.png,100,0,0,60,1920,960
B03_002093.jpg,B03.png,noise_rgb.png,100,0,0,60,1920,960
B03_002094.jpg,B03.png,white.png,100,0,0,60,1920,960
B03_002095.jpg,B03.png,backg1.png,car,0.25,0,704,412,512,256
B03_002096.jpg,B03.png,backg1.png,car,0.25,1,0,0,512,256
B03_002097.jpg,B03.png,backg1.png,car,0.25,2,1408,824,512,256
B03_002098.jpg,B03.png,backg1.png,car,0.25,3,0,412,512,256
B03_002099.jpg,B03.png,backg1.png,car,0.25,4,704,0,512,256
B03_002100.jpg,B03.png,backg1.png,car,0.25,5,1147,283,512,256
B03_002101.jpg,B03.png,backg2.png,car,0.25,0,704,412,512,256
B03_002102.jpg,B03.png,backg2.png,car,0.25,1,0,0,512,256
B03_002103.jpg,B03.png,backg2.png,car,0.25,2,1408,824,512,256
B03_002104.jpg,B03.png,backg2.png,car,0.25,3,0,412,512,256
B03_002105.jpg,B03.png,backg2.png,car,0.25,4,704,0,512,256
B03_002106.jpg,B03.png,backg2.png,car,0.25,5,1147,283,512,256
B03_002107.jpg,B03.png,backg3.png,car,0.25,0,704,412,512,256
B03_002108.jpg,B03.png,backg3.png,car,0.25,1,0,0,512,256
B03_002109.jpg,B03.png,backg3.png,car,0.25,2,1408,824,512,256
B03_002110.jpg,B03.png,backg3.png,car,0.25,3,0,412,512,256
B03_002111.jpg,B03.png,backg3.png,car,0.25,4,704,0,512,256
B03_002112.jpg,B03.png,backg3.png,car,0.25,5,1147,283,512,256
B03_002113.jpg,B03.png,noise_rgb.png,car,0.25,0,704,412,512,256
B03_002114.jpg,B03.png,noise_rgb.png,car,0.25,1,0,0,512,256
B03_002115.jpg,B03.png,noise_rgb.png,car,0.25,2,1408,824,512,256
B03_002116.jpg,B03.png,noise_rgb.png,car,0.25,3,0,412,512,256
B03_002117.jpg,B03.png,noise_rgb.png,car,0.25,4,704,0,512,256
B03_002118.jpg,B03.png,noise_rgb.png,car,0.25,5,1147,283,512,256
B03_002119.jpg,B03.png,white.png,car,0.25,0,704,412,512,256
B03_002120.jpg,B03.png,white.png,car,0.25,1,0,0,512,256
B03_002121.jpg,B03.png,white.png,car,0.25,2,1408,824,512,256
B03_002122.jpg,B03.png,white.png,car,0.25,3,0,412,512,256
B03_002123.jpg,B03.png,white.png,car,0.25,4,704,0,512,256
B03_002124.jpg,B03.png,white.png,car,0.25,5,1147,283,512,256
B03_002125.jpg,B03.png,backg1.png,car,0.125,0,832,476,256,128
B03_002126.jpg,B03.png,backg1.png,car,0.125,1,0,0,256,128
B03_002127.jpg,B03.png,backg1.png,car,0.125,2,1664,952,256,128
B03_002128.jpg,B03.png,backg1.png,car,0.125,3,0,476,256,128
B03_002129.jpg,B03.png,backg1.png,car,0.125,4,832,0,256,128
B03_002130.jpg,B03.png,backg1.png,car,0.125,5,641,889,256,128
B03_002131.jpg,B03.png,backg2.png,car,0.125,0,832,476,256,128
B03_002132.jpg,B03.png,backg2.png,car,0.125,1,0,0,256,128
B03_002133.jpg,B03.png,backg2.png,car,0.125,2,1664,952,256,128
B03_002134.jpg,B03.png,backg2.png,car,0.125,3,0,476,256,128
B03_002135.jpg,B03.png,backg2.png,car,0.125,4,832,0,256,128
B03_002136.jpg,B03.png,backg2.png,car,0.125,5,641,889,256,128
B03_002137.jpg,B03.png,backg3.png,car,0.125,0,832,476,256,128
B03_002138.jpg,B03.png,backg3.png,car,0.125,1,0,0,256,128
B03_002139.jpg,B03.png,backg3.png,car,0.125,2,1664,952,256,128
B03_002140.jpg,B03.png,backg3.png,car,0.125,3,0,476,256,128
B03_002141.jpg,B03.png,backg3.png,car,0.125,4,832,0,256,128
B03_002142.jpg,B03.png,backg3.png,car,0.125,5,641,889,256,128
B03_002143.jpg,B03.png,noise_rgb.png,car,0.125,0,832,476,256,128
B03_002144.jpg,B03.png,noise_rgb.png,car,0.125,1,0,0,256,128
B03_002145.jpg,B03.png,noise_rgb.png,car,0.125,2,1664,952,256,128
B03_002146.jpg,B03.png,noise_rgb.png,car,0.125,3,0,476,256,128
B03_002147.jpg,B03.png,noise_rgb.png,car,0.125,4,832,0,256,128
B03_002148.jpg,B03.png,noise_rgb.png,car,0.125,5,641,889,256,128
B03_002149.jpg,B03.png,white.png,car,0.125,0,832,476,256,128
B03_002150.jpg,B03.png,white.png,car,0.125,1,0,0,256,128
B03_002151.jpg,B03.png,white.png,car,0.125,2,1664,952,256,128
B03_002152.jpg,B03.png,white.png,car,0.125,3,0,476,256,128
B03_002153.jpg,B03.png,white.png,car,0.125,4,832,0,256,128
B03_002154.jpg,B03.png,white.png,car,0.125,5,641,889,256,128
B03_002155.jpg,B03.png,backg1.png,car,0.0725,0,886,503,148,74
B03_002156.jpg,B03.png,backg1.png,car,0.0725,1,0,0,148,74
B03_002157.jpg,B03.png,backg1.png,car,0.0725,2,1772,1006,148,74
B03_002158.jpg,B03.png,backg1.png,car,0.0725,3,0,503,148,74
B03_002159.jpg,B03.png,backg1.png,car,0.0725,4,886,0,148,74
B03_002160.jpg,B03.png,backg1.png,car,0.0725,5,41,245,148,74
B03_002161.jpg,B03.png,backg2.png,car,0.0725,0,886,503,148,74
B03_002162.jpg,B03.png,backg2.png,car,0.0725,1,0,0,148,74
B03_002163.jpg,B03.png,backg2.png,car,0.0725,2,1772,1006,148,74
B03_002164.jpg,B03.png,backg2.png,car,0.0725,3,0,503,148,74
B03_002165.jpg,B03.png,backg2.png,car,0.0725,4,886,0,148,74
B03_002166.jpg,B03.png,backg2.png,car,0.0725,5,41,245,148,74
B03_002167.jpg,B03.png,backg3.png,car,0.0725,0,886,503,148,74
B03_002168.jpg,B03.png,backg3.png,car,0.0725,1,0,0,148,74
B03_002169.jpg,B03.png,backg3.png,car,0.0725,2,1772,1006,148,74
B03_002170.jpg,B03.png,backg3.png,car,0.0725,3,0,503,148,74
B03_002171.jpg,B03.png,backg3.png,car,0.0725,4,886,0,148,74
B03_002172.jpg,B03.png,backg3.png,car,0.0725,5,41,245,148,74
B03_002173.jpg,B03.png,noise_rgb.png,car,0.0725,0,886,503,148,74
B03_002174.jpg,B03.png,noise_rgb.png,car,0.0725,1,0,0,148,74
B03_002175.jpg,B03.png,noise_rgb.png,car,0.0725,2,1772,1006,148,74
B03_002176.jpg,B03.png,noise_rgb.png,car,0.0725,3,0,503,148,74
B03_002177.jpg,B03.png,noise_rgb.png,car,0.0725,4,886,0,148,74
B03_002178.jpg,B03.png,noise_rgb.png,car,0.0725,5,41,245,148,74
B03_002179.jpg,B03.png,white.png,car,0.0725,0,886,503,148,74
B03_002180.jpg,B03.png,white.png,car,0.0725,1,0,0,148,74
B03_002181.jpg,B03.png,white.png,car,0.0725,2,1772,1006,148,74
B03_002182.jpg,B03.png,white.png,car,0.0725,3,0,503,148,74
B03_002183.jpg,B03.png,white.png,car,0.0725,4,886,0,148,74
B03_002184.jpg,B03.png,white.png,car,0.0725,5,41,245,148,74
B04_002185.jpg,B04.png,backg1.png,100,0,0,60,1920,960
B04_002186.jpg,B04.png,backg2.png,100,0,0,60,1920,960
B04_002187.jpg,B04.png,backg3.png,100,0,0,60,1920,960
B04_002188.jpg,B04.png,noise_rgb.png,100,0,0,60,1920,960
B04_002189.jpg,B04.png,white.png,100,0,0,60,1920,960
B04_002190.jpg,B04.png,backg1.png,car,0.25,0,704,412,512,256
B04_002191.jpg,B04.png,backg1.png,car,0.25,1,0,0,512,256
B04_002192.jpg,B04.png,backg1.png,car,0.25,2,1408,824,512,256
B04_002193.jpg,B04.png,backg1.png,car,0.25,3,0,412,512,256
B04_002194.jpg,B04.png,backg1.png,car,0.25,4,704,0,512,256
B04_002195.jpg,B04.png,backg1.png,car,0.25,5,1191,372,512,256
B04_002196.jpg,B04.png,backg2.png,car,0.25,0,704,412,512,256
B04_002197.jpg,B04.png,backg2.png,car,0.25,1,0,0,512,256
B04_002198.jpg,B04.png,backg2.png,car,0.25,2,1408,824,512,256
B04_002199.jpg,B04.png,backg2.png,car,0.25,3,0,412,512,256
B04_002200.jpg,B04.png,backg2.png,car,0.25,4,704,0,512,256
B04_002201.jpg,B04.png,backg2.png,car,0.25,5,1191,372,512,256
B04_002202.jpg,B04.png,backg3.png,car,0.25,0,704,412,512,256
B04_002203.jpg,B04.png,backg3.png,car,0.25,1,0,0,512,256
B04_002204.jpg,B04.png,backg3.png,car,0.25,2,1408,824,512,256
B04_002205.jpg,B04.png,backg3.png,car,0.25,3,0,412,512,256
B04_002206.jpg,B04.png,backg3.png,car,0.25,4,704,0,512,256
B04_002207.jpg,B04.png,backg3.png,car,0.25,5,1191,372,512,256
B04_002208.jpg,B04.png,noise_rgb.png,car,0.25,0,704,412,512,256
B04_002209.jpg,B04.png,noise_rgb.png,car,0.25,1,0,0,512,256
B04_002210.jpg,B04.png,noise_rgb.png,car,0.25,2,1408,824,512,256
B04_002211.jpg,B04.png,noise_rgb.png,car,0.25,3,0,412,512,256
B04_002212.jpg,B04.png,noise_rgb.png,car,0.25,4,704,0,512,256
B04_002213.jpg,B04.png,noise_rgb.png,car,0.25,5,1191,372,512,256
B04_002214.jpg,B04.png,white.png,car,0.25,0,704,412,512,256
B04_002215.jpg,B04.png,white.png,car,0.25,1,0,0,512,256
B04_002216.jpg,B04.png,white.png,car,0.25,2,1408,824,512,256
B04_002217.jpg,B04.png,white.png,car,0.25,3,0,412,512,256
B04_002218.jpg,B04.png,white.png,car,0.25,4,704,0,512,256
B04_002219.jpg,B04.png,white.png,car,0.25,5,1191,372,512,256
B04_002220.jpg,B04.png,backg1.png,car,0.125,0,832,476,256,128
B04_002221.jpg,B04.png,backg1.png,car,0.125,1,0,0,256,128
B04_002222.jpg,B04.png,backg1.png,car,0.125,2,1664,952,256,128
B04_002223.jpg,B04.png,backg1.png,car,0.125,3,0,476,256,128
B04_002224.jpg,B04.png,backg1.png,car,0.125,4,832,0,256,128
B04_002225.jpg,B04.png,backg1.png,car,0.125,5,1209,483,256,128
B04_002226.jpg,B04.png,backg2.png,car,0.125,0,832,476,256,128
B04_002227.jpg,B04.png,backg2.png,car,0.125,1,0,0,256,128
B04_002228.jpg,B04.png,backg2.png,car,0.125,2,1664,952,256,128
B04_002229.jpg,B04.png,backg2.png,car,0.125,3,0,476,256,128
B04_002230.jpg,B04.png,backg2.png,car,0.125,4,832,0,256,128
B04_002231.jpg,B04.png,backg2.png,car,0.125,5,1209,483,256,128
B04_002232.jpg,B04.png,backg3.png,car,0.125,0,832,476,256,128
B04_002233.jpg,B04.png,backg3.png,car,0.125,1,0,0,256,128
B04_002234.jpg,B04.png,backg3.png,car,0.125,2,1664,952,256,128
B04_002235.jpg,B04.png,backg3.png,car,0.125,3,0,476,256,128
B04_002236.jpg,B04.png,backg3.png,car,0.125,4,832,0,256,128
B04_002237.jpg,B04.png,backg3.png,car,0.125,5,1209,483,256,128
B04_002238.jpg,B04.png,noise_rgb.png,car,0.125,0,832,476,256,128
B04_002239.jpg,B04.png,noise_rgb.png,car,0.125,1,0,0,256,128
B04_002240.jpg,B04.png,noise_rgb.png,car,0.125,2,1664,952,256,128
B04_002241.jpg,B04.png,noise_rgb.png,car,0.125,3,0,476,256,128
B04_002242.jpg,B04.png,noise_rgb.png,car,0.125,4,832,0,256,128
B04_002243.jpg,B04.png,noise_rgb.png,car,0.125,5,1209,483,256,128
B04_002244.jpg,B04.png,white.png,car,0.125,0,832,476,256,128
B04_002245.jpg,B04.png,white.png,car,0.125,1,0,0,256,128
B04_002246.jpg,B04.png,white.png,car,0.125,2,1664,952,256,128
B04_002247.jpg,B04.png,white.png,car,0.125,3,0,476,256,128
B04_002248.jpg,B04.png,white.png,car,0.125,4,832,0,256,128
B04_002249.jpg,B04.png,white.png,car,0.125,5,1209,483,256,128
B04_002250.jpg,B04.png,backg1.png,car,0.0725,0,886,503,148,74
B04_002251.jpg,B04.png,backg1.png,car,0.0725,1,0,0,148,74
B04_002252.jpg,B04.png,backg1.png,car,0.0725,2,1772,1006,148,74
B04_002253.jpg,B04.png,backg1.png,car,0.0725,3,0,503,148,74
B04_002254.jpg,B04.png,backg1.png,car,0.0725,4,886,0,148,74
B04_002255.jpg,B04.png,backg1.png,car,0.0725,5,967,470,148,74
B04_002256.jpg,B04.png,backg2.png,car,0.0725,0,886,503,148,74
B04_002257.jpg,B04.png,backg2.png,car,0.0725,1,0,0,148,74
B04_002258.jpg,B04.png,backg2.png,car,0.0725,2,1772,1006,148,74
B04_002259.jpg,B04.png,backg2.png,car,0.0725,3,0,503,148,74
B04_002260.jpg,B04.png,backg2.png,car,0.0725,4,886,0,148,74
B04_002261.jpg,B04.png,backg2.png,car,0.0725,5,967,470,148,74
B04_002262.jpg,B04.png,backg3.png,car,0.0725,0,886,503,148,74
B04_002263.jpg,B04.png,backg3.png,car,0.0725,1,0,0,148,74
B04_002264.jpg,B04.png,backg3.png,car,0.0725,2,1772,1006,148,74
B04_002265.jpg,B04.png,backg3.png,car,0.0725,3,0,503,148,74
B04_002266.jpg,B04.png,backg3.png,car,0.0725,4,886,0,148,74
B04_002267.jpg,B04.png,backg3.png,car,0.0725,5,967,470,148,74
B04_002268.jpg,B04.png,noise_rgb.png,car,0.0725,0,886,503,148,74
B04_002269.jpg,B04.png,noise_rgb.png,car,0.0725,1,0,0,148,74
B04_002270.jpg,B04.png,noise_rgb.png,car,0.0725,2,1772,1006,148,74
B04_002271.jpg,B04.png,noise_rgb.png,car,0.0725,3,0,503,148,74
B04_002272.jpg,B04.png,noise_rgb.png,car,0.0725,4,886,0,148,74
B04_002273.jpg,B04.png,noise_rgb.png,car,0.0725,5,967,470,148,74
B04_002274.jpg,B04.png,white.png,car,0.0725,0,886,503,148,74
B04_002275.jpg,B04.png,white.png,car,0.0725,1,0,0,148,74
B04_002276.jpg,B04.png,white.png,car,0.0725,2,1772,1006,148,74
B04_002277.jpg,B04.png,white.png,car,0.0725,3,0,503,148,74
B04_002278.jpg,B04.png,white.png,car,0.0725,4,886,0,148,74
B04_002279.jpg,B04.png,white.png,car,0.0725,5,967,470,148,74
B05_002280.jpg,B05.png,backg1.png,100,0,0,60,1920,960
B05_002281.jpg,B05.png,backg2.png,100,0,0,60,1920,960
B05_002282.jpg,B05.png,backg3.png,100,0,0,60,1920,960
B05_002283.jpg,B05.png,noise_rgb.png,100,0,0,60,1920,960
B05_002284.jpg,B05.png,white.png,100,0,0,60,1920,960
B05_002285.jpg,B05.png,backg1.png,car,0.25,0,704,412,512,256
B05_002286.jpg,B05.png,backg1.png,car,0.25,1,0,0,512,256
B05_002287.jpg,B05.png,backg1.png,car,0.25,2,1408,824,512,256
B05_002288.jpg,B05.png,backg1.png,car,0.25,3,0,412,512,256
B05_002289.jpg,B05.png,backg1.png,car,0.25,4,704,0,512,256
B05_002290.jpg,B05.png,backg1.png,car,0.25,5,1327,304,512,256
B05_002291.jpg,B05.png,backg2.png,car,0.25,0,704,412,512,256
B05_002292.jpg,B05.png,backg2.png,car,0.25,1,0,0,512,256
B05_002293.jpg,B05.png,backg2.png,car,0.25,2,1408,824,512,256
B05_002294.jpg,B05.png,backg2.png,car,0.25,3,0,412,512,256
B05_002295.jpg,B05.png,backg2.png,car,0.25,4,704,0,512,256
B05_002296.jpg,B05.png,backg2.png,car,0.25,5,1327,304,512,256
B05_002297.jpg,B05.png,backg3.png,car,0.25,0,704,412,512,256
B05_002298.jpg,B05.png,backg3.png,car,0.25,1,0,0,512,256
B05_002299.jpg,B05.png,backg3.png,car,0.25,2,1408,824,512,256
B05_002300.jpg,B05.png,backg3.png,car,0.25,3,0,412,512,256
B05_002301.jpg,B05.png,backg3.png,car,0.25,4,704,0,512,256
B05_002302.jpg,B05.png,backg3.png,car,0.25,5,1327,304,512,256
B05_002303.jpg,B05.png,noise_rgb.png,car,0.25,0,704,412,512,256
B05_002304.jpg,B05.png,noise_rgb.png,car,0.25,1,0,0,512,256
B05_002305.jpg,B05.png,noise_rgb.png,car,0.25,2,1408,824,512,256
B05_002306.jpg,B05.png,noise_rgb.png,car,0.25,3,0,412,512,256
B05_002307.jpg,B05.png,noise_rgb.png,car,0.25,4,704,0,512,256
B05_002308.jpg,B05.png,noise_rgb.png,car,0.25,5,1327,304,512,256
B05_002309.jpg,B05.png,white.png,car,0.25,0,704,412,512,256
B05_002310.jpg,B05.png,white.png,car,0.25,1,0,0,512,256
B05_002311.jpg,B05.png,white.png,car,0.25,2,1408,824,512,256
B05_002312.jpg,B05.png,white.png,car,0.25,3,0,412,512,256
B05_002313.jpg,B05.png,white.png,car,0.25,4,704,0,512,256
B05_002314.jpg,B05.png,white.png,car,0.25,5,1327,304,512,256
B05_002315.jpg,B05.png,backg1.png,car,0.125,0,832,476,256,128
B05_002316.jpg,B05.png,backg1.png,car,0.125,1,0,0,256,128
B05_002317.jpg,B05.png,backg1.png,car,0.125,2,1664,952,256,128
B05_002318.jpg,B05.png,backg1.png,car,0.125,3,0,476,256,128
B05_002319.jpg,B05.png,backg1.png,car,0.125,4,832,0,256,128
B05_002320.jpg,B05.png,backg1.png,car,0.125,5,1378,272,256,128
B05_002321.jpg,B05.png,backg2.png,car,0.125,0,832,476,256,128
B05_002322.jpg,B05.png,backg2.png,car,0.125,1,0,0,256,128
B05_002323.jpg,B05.png,backg2.png,car,0.125,2,1664,952,256,128
B05_002324.jpg,B05.png,backg2.png,car,0.125,3,0,476,256,128
B05_002325.jpg,B05.png,backg2.png,car,0.125,4,832,0,256,128
B05_002326.jpg,B05.png,backg2.png,car,0.125,5,1378,272,256,128
B05_002327.jpg,B05.png,backg3.png,car,0.125,0,832,476,256,128
B05_002328.jpg,B05.png,backg3.png,car,0.125,1,0,0,256,128
B05_002329.jpg,B05.png,backg3.png,car,0.125,2,1664,952,256,128
B05_002330.jpg,B05.png,backg3.png,car,0.125,3,0,476,256,128
B05_002331.jpg,B05.png,backg3.png,car,0.125,4,832,0,256,128
B05_002332.jpg,B05.png,backg3.png,car,0.125,5,1378,272,256,128
B05_002333.jpg,B05.png,noise_rgb.png,car,0.125,0,832,476,256,128
B05_002334.jpg,B05.png,noise_rgb.png,car,0.125,1,0,0,256,128
B05_002335.jpg,B05.png,noise_rgb.png,car,0.125,2,1664,952,256,128
B05_002336.jpg,B05.png,noise_rgb.png,car,0.125,3,0,476,256,128
B05_002337.jpg,B05.png,noise_rgb.png,car,0.125,4,832,0,256,128
B05_002338.jpg,B05.png,noise_rgb.png,car,0.125,5,1378,272,256,128
B05_002339.jpg,B05.png,white.png,car,0.125,0,832,476,256,128
B05_002340.jpg,B05.png,white.png,car,0.125,1,0,0,256,128
B05_002341.jpg,B05.png,white.png,car,0.125,2,1664,952,256,128
B05_002342.jpg,B05.png,white.png,car,0.125,3,0,476,256,128
B05_002343.jpg,B05.png,white.png,car,0.125,4,832,0,256,128
B05_002344.jpg,B05.png,white.png,car,0.125,5,1378,272,256,128
B05_002345.jpg,B05.png,backg1.png,car,0.0725,0,886,503,148,74
B05_002346.jpg,B05.png,backg1.png,car,0.0725,1,0,0,148,74
B05_002347.jpg,B05.png,backg1.png,car,0.0725,2,1772,1006,148,74
B05_002348.jpg,B05.png,backg1.png,car,0.0725,3,0,503,148,74
B05_002349.jpg,B05.png,backg1.png,car,0.0725,4,886,0,148,74
B05_002350.jpg,B05.png,backg1.png,car,0.0725,5,1331,529,148,74
B05_002351.jpg,B05.png,backg2.png,car,0.0725,0,886,503,148,74
B05_002352.jpg,B05.png,backg2.png,car,0.0725,1,0,0,148,74
B05_002353.jpg,B05.png,backg2.png,car,0.0725,2,1772,1006,148,74
B05_002354.jpg,B05.png,backg2.png,car,0.0725,3,0,503,148,74
B05_002355.jpg,B05.png,backg2.png,car,0.0725,4,886,0,148,74
B05_002356.jpg,B05.png,backg2.png,car,0.0725,5,1331,529,148,74
B05_002357.jpg,B05.png,backg3.png,car,0.0725,0,886,503,148,74
B05_002358.jpg,B05.png,backg3.png,car,0.0725,1,0,0,148,74
B05_002359.jpg,B05.png,backg3.png,car,0.0725,2,1772,1006,148,74
B05_002360.jpg,B05.png,backg3.png,car,0.0725,3,0,503,148,74
B05_002361.jpg,B05.png,backg3.png,car,0.0725,4,886,0,148,74
B05_002362.jpg,B05.png,backg3.png,car,0.0725,5,1331,529,148,74
B05_002363.jpg,B05.png,noise_rgb.png,car,0.0725,0,886,503,148,74
B05_002364.jpg,B05.png,noise_rgb.png,car,0.0725,1,0,0,148,74
B05_002365.jpg,B05.png,noise_rgb.png,car,0.0725,2,1772,1006,148,74
B05_002366.jpg,B05.png,noise_rgb.png,car,0.0725,3,0,503,148,74
B05_002367.jpg,B05.png,noise_rgb.png,car,0.0725,4,886,0,148,74
B05_002368.jpg,B05.png,noise_rgb.png,car,0.0725,5,1331,529,148,74
B05_002369.jpg,B05.png,white.png,car,0.0725,0,886,503,148,74
B05_002370.jpg,B05.png,white.png,car,0.0725,1,0,0,148,74
B05_002371.jpg,B05.png,white.png,car,0.0725,2,1772,1006,148,74
B05_002372.jpg,B05.png,white.png,car,0.0725,3,0,503,148,74
B05_002373.jpg,B05.png,white.png,car,0.0725,4,886,0,148,74
B05_002374.jpg,B05.png,white.png,car,0.0725,5,1331,529,148,74
B06_002375.jpg,B06.png,backg1.png,100,0,0,60,1920,960
B06_002376.jpg,B06.png,backg2.png,100,0,0,60,1920,960
B06_002377.jpg,B06.png,backg3.png,100,0,0,60,1920,960
B06_002378.jpg,B06.png,noise_rgb.png,100,0,0,60,1920,960
B06_002379.jpg,B06.png,white.png,100,0,0,60,1920,960
B06_002380.jpg,B06.png,backg1.png,car,0.25,0,704,412,512,256
B06_002381.jpg,B06.png,backg1.png,car,0.25,1,0,0,512,256
B06_002382.jpg,B06.png,backg1.png,car,0.25,2,1408,824,512,256
B06_002383.jpg,B06.png,backg1.png,car,0.25,3,0,412,512,256
B06_002384.jpg,B06.png,backg1.png,car,0.25,4,704,0,512,256
B06_002385.jpg,B06.png,backg1.png,car,0.25,5,855,773,512,256
B06_002386.jpg,B06.png,backg2.png,car,0.25,0,704,412,512,256
B06_002387.jpg,B06.png,backg2.png,car,0.25,1,0,0,512,256
B06_002388.jpg,B06.png,backg2.png,car,0.25,2,1408,824,512,256
B06_002389.jpg,B06.png,backg2.png,car,0.25,3,0,412,512,256
B06_002390.jpg,B06.png,backg2.png,car,0.25,4,704,0,512,256
B06_002391.jpg,B06.png,backg2.png,car,0.25,5,855,773,512,256
B06_002392.jpg,B06.png,backg3.png,car,0.25,0,704,412,512,256
B06_002393.jpg,B06.png,backg3.png,car,0.25,1,0,0,512,256
B06_002394.jpg,B06.png,backg3.png,car,0.25,2,1408,824,512,256
B06_002395.jpg,B06.png,backg3.png,car,0.25,3,0,412,512,256
B06_002396.jpg,B06.png,backg3.png,car,0.25,4,704,0,512,256
B06_002397.jpg,B06.png,backg3.png,car,0.25,5,855,773,512,256
B06_002398.jpg,B06.png,noise_rgb.png,car,0.25,0,704,412,512,256
B06_002399.jpg,B06.png,noise_rgb.png,car,0.25,1,0,0,512,256
B06_002400.jpg,B06.png,noise_rgb.png,car,0.25,2,1408,824,512,256
B06_002401.jpg,B06.png,noise_rgb.png,car,0.25,3,0,412,512,256
B06_002402.jpg,B06.png,noise_rgb.png,car,0.25,4,704,0,512,256
B06_002403.jpg,B06.png,noise_rgb.png,car,0.25,5,855,773,512,256
B06_002404.jpg,B06.png,white.png,car,0.25,0,704,412,512,256
